Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,"Educational  Option Type","NSLP  Provision  Status","Charter  School  (Y/N)","Charter  School  Number","Charter  Funding  Type",IRC,Low Grade,High Grade,"Enrollment  (K-12)","Free Meal  Count  (K-12)","Percent (%)  Eligible Free  (K-12)","FRPM Count  (K-12)","Percent (%)  Eligible FRPM  (K-12)","Enrollment  (Ages 5-17)","Free Meal  Count  (Ages 5-17)","Percent (%)  Eligible Free  (Ages 5-17)","FRPM Count  (Ages 5-17)","Percent (%)  Eligible FRPM  (Ages 5-17)","2013-14  CALPADS Fall 1  Certification Status"
2014-2015,34,67447,6034458,Sacramento,San Juan Unified,James R. Cowan Fundamental Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,508,129,25.4%,163,32.1%,508,129,25.4%,163,32.1%,Y
2014-2015,34,67447,6034466,Sacramento,San Juan Unified,Coyle Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,363,231,63.6%,267,73.6%,349,224,64.2%,260,74.5%,Y
2014-2015,34,67447,6034482,Sacramento,San Juan Unified,Del Dayo Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,551,54,9.8%,64,11.6%,535,52,9.7%,62,11.6%,Y
2014-2015,34,67447,6034490,Sacramento,San Juan Unified,Del Paso Manor Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,567,267,47.1%,292,51.5%,567,267,47.1%,292,51.5%,Y
2014-2015,34,67447,6034508,Sacramento,San Juan Unified,Mary Deterding Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,618,201,32.5%,226,36.6%,618,201,32.5%,226,36.6%,Y
2014-2015,34,67447,6034516,Sacramento,San Juan Unified,Harry Dewey Fundamental Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,550,115,20.9%,159,28.9%,550,115,20.9%,159,28.9%,Y
2014-2015,34,67447,6034524,Sacramento,San Juan Unified,Dyer-Kelly Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,405,371,91.6%,384,94.8%,405,371,91.6%,384,94.8%,Y
2014-2015,34,67447,6034540,Sacramento,San Juan Unified,Thomas Edison Language Institute K-8,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,8,736,613,83.3%,642,87.2%,723,604,83.5%,633,87.6%,Y
2014-2015,34,67447,6034573,Sacramento,San Juan Unified,Grand Oaks Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,330,214,64.8%,262,79.4%,330,214,64.8%,262,79.4%,Y
2014-2015,34,67447,6034581,Sacramento,San Juan Unified,Green Oaks Fundamental Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,481,69,14.3%,79,16.4%,481,69,14.3%,79,16.4%,Y
2014-2015,34,67447,6034599,Sacramento,San Juan Unified,Greer Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,498,463,93%,481,96.6%,498,463,93%,481,96.6%,Y
2014-2015,34,67447,6034623,Sacramento,San Juan Unified,Howe Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,705,659,93.5%,674,95.6%,697,651,93.4%,666,95.6%,Y
2014-2015,34,67447,6034631,Sacramento,San Juan Unified,Thomas Kelly Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,429,209,48.7%,244,56.9%,412,203,49.3%,236,57.3%,Y
2014-2015,34,67447,6034656,Sacramento,San Juan Unified,Kingswood Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,8,603,493,81.8%,520,86.2%,603,493,81.8%,520,86.2%,Y
2014-2015,34,67447,6034664,Sacramento,San Juan Unified,Laurel Ruff Center,Unified School District,Special Education Schools (Public),Special Education School,,N,,,N,9,12,104,43,41.3%,52,50%,2,2,100%,2,100%,Y
2014-2015,34,67447,6034672,Sacramento,San Juan Unified,Earl Legette Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,614,131,21.3%,159,25.9%,599,131,21.9%,158,26.4%,Y
2014-2015,34,67447,6034680,Sacramento,San Juan Unified,Lichen K-8,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,8,593,347,58.5%,409,69%,593,347,58.5%,409,69%,Y
2014-2015,34,67447,6034706,Sacramento,San Juan Unified,Mariemont Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,568,106,18.7%,128,22.5%,568,106,18.7%,128,22.5%,Y
2014-2015,34,67447,6034714,Sacramento,San Juan Unified,Mariposa Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,410,286,69.8%,315,76.8%,410,286,69.8%,315,76.8%,Y
2014-2015,34,67447,6034730,Sacramento,San Juan Unified,Mission Avenue Open Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,501,86,17.2%,100,20%,501,86,17.2%,100,20%,Y
2014-2015,34,67447,6034755,Sacramento,San Juan Unified,Northridge Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,438,317,72.4%,344,78.5%,438,317,72.4%,344,78.5%,Y
2014-2015,34,67447,6034771,Sacramento,San Juan Unified,Oakview Community Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,371,153,41.2%,186,50.1%,352,145,41.2%,178,50.6%,Y
2014-2015,34,67447,6034797,Sacramento,San Juan Unified,Orangevale Open K-8,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,8,682,97,14.2%,127,18.6%,682,97,14.2%,127,18.6%,Y
2014-2015,34,67447,6034813,Sacramento,San Juan Unified,Pasadena Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,296,222,75%,239,80.7%,292,218,74.7%,235,80.5%,Y
2014-2015,34,67447,6034821,Sacramento,San Juan Unified,Louis Pasteur Fundamental Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,699,223,31.9%,276,39.5%,699,223,31.9%,276,39.5%,Y
2014-2015,34,67447,6034839,Sacramento,San Juan Unified,Charles Peck Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,385,306,79.5%,331,86%,385,306,79.5%,331,86%,Y
2014-2015,34,67447,6034847,Sacramento,San Juan Unified,Pershing Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,537,167,31.1%,194,36.1%,537,167,31.1%,194,36.1%,Y
2014-2015,34,67447,6034870,Sacramento,San Juan Unified,Will Rogers Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,708,391,55.2%,468,66.1%,708,391,55.2%,468,66.1%,Y
2014-2015,34,67447,6034896,Sacramento,San Juan Unified,Albert Schweitzer Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,386,152,39.4%,166,43%,386,152,39.4%,166,43%,Y
2014-2015,34,67447,6034904,Sacramento,San Juan Unified,Sierra Oaks K-8,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,8,679,252,37.1%,276,40.6%,679,252,37.1%,276,40.6%,Y
2014-2015,34,67447,6034912,Sacramento,San Juan Unified,Skycrest Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,500,360,72%,408,81.6%,480,352,73.3%,399,83.1%,Y
2014-2015,34,67447,6034920,Sacramento,San Juan Unified,Starr King K-8,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,8,586,476,81.2%,511,87.2%,586,476,81.2%,511,87.2%,Y
2014-2015,34,67447,6034938,Sacramento,San Juan Unified,Ralph Richardson Center,Unified School District,Special Education Schools (Public),Special Education School,,N,,,N,K,12,74,19,25.7%,25,33.8%,63,18,28.6%,23,36.5%,Y
2014-2015,34,67447,6034946,Sacramento,San Juan Unified,Sylvan Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,644,408,63.4%,485,75.3%,644,408,63.4%,485,75.3%,Y
2014-2015,34,67447,6034953,Sacramento,San Juan Unified,Twin Lakes Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,575,146,25.4%,184,32%,557,145,26%,181,32.5%,Y
2014-2015,34,67447,6034961,Sacramento,San Juan Unified,Whitney Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,402,352,87.6%,370,92%,386,345,89.4%,362,93.8%,Y
2014-2015,34,67447,6068670,Sacramento,San Juan Unified,Cambridge Heights Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,373,90,24.1%,119,31.9%,373,90,24.1%,119,31.9%,Y
2014-2015,34,67447,6097810,Sacramento,San Juan Unified,Woodside K-8,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,8,586,251,42.8%,299,51%,586,251,42.8%,299,51%,Y
2014-2015,34,67447,6103816,Sacramento,San Juan Unified,Trajan Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,477,140,29.4%,177,37.1%,477,140,29.4%,177,37.1%,Y
2014-2015,34,67447,6104244,Sacramento,San Juan Unified,Valley Oaks,Unified School District,K-12 Schools (Public),Traditional,,N,,,N,K,12,12,12,100%,12,100%,12,12,100%,12,100%,Y
2014-2015,34,67447,6105910,Sacramento,San Juan Unified,Carriage Drive Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,453,221,48.8%,277,61.1%,453,221,48.8%,277,61.1%,Y
2014-2015,34,67447,6105928,Sacramento,San Juan Unified,Ottomon Way Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,331,169,51.1%,197,59.5%,328,168,51.2%,196,59.8%,Y
2014-2015,34,67447,6111363,Sacramento,San Juan Unified,Gold River Discovery Center K-8,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,8,787,111,14.1%,147,18.7%,787,111,14.1%,147,18.7%,Y
2014-2015,34,73973,1,Sacramento,Center Joint Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,,N/A,N/A,N/A,N/A,,,9,0,0%,0,0%,6,0,0%,0,0%,Y
2014-2015,34,73973,106377,Sacramento,Center Joint Unified,Global Youth Charter,Unified School District,High Schools (Public),Traditional,,Y,617,Locally funded,N,6,12,79,41,51.9%,50,63.3%,78,41,52.6%,50,64.1%,Y
2014-2015,34,73973,108621,Sacramento,Center Joint Unified,Wilson C. Riles Middle,Unified School District,Junior High Schools (Public),Traditional,,N,,,N,7,8,697,350,50.2%,440,63.1%,697,350,50.2%,440,63.1%,Y
2014-2015,34,73973,3430378,Sacramento,Center Joint Unified,Center High,Unified School District,High Schools (Public),Traditional,,N,,,N,9,12,1252,540,43.1%,674,53.8%,1214,517,42.6%,649,53.5%,Y
2014-2015,34,73973,3430451,Sacramento,Center Joint Unified,McClellan High (Continuation),Unified School District,Continuation High Schools,Continuation School,,N,,,N,9,12,80,48,60%,56,70%,72,45,62.5%,52,72.2%,Y
2014-2015,34,73973,3430816,Sacramento,Center Joint Unified,Antelope View Charter,Unified School District,K-12 Schools (Public),Traditional,,Y,344,Locally funded,N,9,12,29,9,31%,9,31%,27,9,33.3%,9,33.3%,Y
2014-2015,34,73973,6032908,Sacramento,Center Joint Unified,Arthur S. Dudley Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,686,323,47.1%,420,61.2%,686,323,47.1%,420,61.2%,Y
2014-2015,34,73973,6032924,Sacramento,Center Joint Unified,Cyril Spinelli Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,318,216,67.9%,242,76.1%,317,216,68.1%,242,76.3%,Y
2014-2015,34,73973,6107734,Sacramento,Center Joint Unified,Oak Hill Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,794,326,41.1%,394,49.6%,780,325,41.7%,393,50.4%,Y
2014-2015,34,73973,6108948,Sacramento,Center Joint Unified,North Country Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,589,320,54.3%,380,64.5%,574,315,54.9%,374,65.2%,Y
2014-2015,34,75283,1,Sacramento,Natomas Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,,N/A,N/A,N/A,N/A,,,14,3,21.4%,3,21.4%,13,3,23.1%,3,23.1%,Y
2014-2015,34,75283,102236,Sacramento,Natomas Unified,Inderkum High,Unified School District,High Schools (Public),Traditional,,N,,,N,9,12,1733,765,44.1%,994,57.4%,1691,744,44%,961,56.8%,Y
2014-2015,34,75283,102277,Sacramento,Natomas Unified,Witter Ranch Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,902,340,37.7%,441,48.9%,885,332,37.5%,432,48.8%,Y
2014-2015,34,75283,108860,Sacramento,Natomas Unified,Westlake Charter,Unified School District,Elementary Schools (Public),Traditional,,Y,711,Locally funded,N,K,5,663,118,17.8%,153,23.1%,661,118,17.9%,152,23%,Y
2014-2015,34,75283,111138,Sacramento,Natomas Unified,Heron,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,8,1062,285,26.8%,360,33.9%,1058,283,26.7%,358,33.8%,Y
2014-2015,34,75283,112425,Sacramento,Natomas Unified,Natomas Pacific Pathways Prep,Unified School District,High Schools (Public),Traditional,,Y,823,Locally funded,N,9,12,585,168,28.7%,254,43.4%,576,164,28.5%,250,43.4%,Y
2014-2015,34,75283,116806,Sacramento,Natomas Unified,H. Allen Hight Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,704,349,49.6%,408,58%,677,342,50.5%,399,58.9%,Y
2014-2015,34,75283,120113,Sacramento,Natomas Unified,Natomas Pacific Pathways Prep Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,Y,1106,Locally funded,N,6,8,515,145,28.2%,211,41%,515,145,28.2%,211,41%,Y
2014-2015,34,75283,124594,Sacramento,Natomas Unified,Westlake Charter Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,Y,1305,Locally funded,N,6,8,223,71,31.8%,93,41.7%,223,71,31.8%,93,41.7%,Y
2014-2015,34,75283,126060,Sacramento,Natomas Unified,Leroy Greene Academy,Unified School District,K-12 Schools (Public),Traditional,,Y,1405,Locally funded,N,K,12,406,153,37.7%,220,54.2%,406,153,37.7%,220,54.2%,Y
2014-2015,34,75283,129767,Sacramento,Natomas Unified,Natomas Gateways Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,7,8,168,113,67.3%,131,78%,168,113,67.3%,131,78%,Y
2014-2015,34,75283,3430584,Sacramento,Natomas Unified,Natomas High,Unified School District,High Schools (Public),Traditional,,N,,,N,9,12,995,549,55.2%,666,66.9%,963,533,55.3%,647,67.2%,Y
2014-2015,34,75283,3430626,Sacramento,Natomas Unified,Discovery High,Unified School District,Continuation High Schools,Continuation School,,N,,,N,9,12,177,89,50.3%,104,58.8%,140,69,49.3%,82,58.6%,Y
2014-2015,34,75283,3430659,Sacramento,Natomas Unified,Natomas Charter,Unified School District,K-12 Schools (Public),Traditional,,Y,19,Locally funded,N,K,12,1574,290,18.4%,399,25.3%,1543,284,18.4%,392,25.4%,Y
2014-2015,34,75283,6100432,Sacramento,Natomas Unified,American Lakes Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,494,330,66.8%,385,77.9%,494,330,66.8%,385,77.9%,Y
2014-2015,34,75283,6104731,Sacramento,Natomas Unified,Jefferson Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,479,326,68.1%,379,79.1%,478,325,68%,378,79.1%,Y
2014-2015,34,75283,6107981,Sacramento,Natomas Unified,Bannon Creek Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,565,385,68.1%,445,78.8%,546,369,67.6%,427,78.2%,Y
2014-2015,34,75283,6117527,Sacramento,Natomas Unified,Natomas Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,766,421,55%,496,64.8%,766,421,55%,496,64.8%,Y
2014-2015,34,75283,6117535,Sacramento,Natomas Unified,Natomas Park Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,941,423,45%,523,55.6%,923,421,45.6%,516,55.9%,Y
2014-2015,34,75283,6118624,Sacramento,Natomas Unified,Two Rivers Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,6,664,230,34.6%,304,45.8%,647,224,34.6%,295,45.6%,Y
2014-2015,34,76505,1,Sacramento,Twin Rivers Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,,N/A,N/A,N/A,N/A,,,65,21,32.3%,22,33.8%,53,18,34%,19,35.8%,Y
2014-2015,34,76505,100487,Sacramento,Twin Rivers Unified,Norwood Junior High,Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,6,8,709,563,79.4%,616,86.9%,709,563,79.4%,616,86.9%,Y
2014-2015,34,76505,101766,Sacramento,Twin Rivers Unified,Community Outreach Academy,Unified School District,K-12 Schools (Public),Traditional,,Y,561,Directly funded,N,K,12,1503,1045,69.5%,1224,81.4%,1503,1045,69.5%,1224,81.4%,Y
2014-2015,34,76505,101832,Sacramento,Twin Rivers Unified,Futures High,Unified School District,High Schools (Public),Traditional,,Y,560,Directly funded,N,7,12,422,307,72.7%,350,82.9%,418,303,72.5%,346,82.8%,Y
2014-2015,34,76505,106450,Sacramento,Twin Rivers Unified,Regency Park Elementary,Unified School District,Elementary Schools (Public),Traditional,,N,,,N,K,5,832,369,44.4%,445,53.5%,813,363,44.6%,439,54%,Y
2014-2015,34,76505,108415,Sacramento,Twin Rivers Unified,Heritage Peak Charter,Unified School District,K-12 Schools (Public),Traditional,,Y,687,Directly funded,Y,K,12,1117,321,28.7%,700,62.7%,1031,284,27.5%,632,61.3%,Y
2014-2015,34,76505,108795,Sacramento,Twin Rivers Unified,Creative Connections Arts Academy,Unified School District,Elementary Schools (Public),Traditional,,Y,686,Locally funded,N,K,12,637,345,54.2%,407,63.9%,632,343,54.3%,403,63.8%,Y
2014-2015,34,76505,108837,Sacramento,Twin Rivers Unified,Community Collaborative Charter,Unified School District,K-12 Schools (Public),Traditional,,Y,699,Directly funded,N,K,12,730,518,71%,587,80.4%,601,432,71.9%,495,82.4%,Y
2014-2015,34,76505,113878,Sacramento,Twin Rivers Unified,Higher Learning Academy,Unified School District,K-12 Schools (Public),Traditional,,Y,862,Directly funded,N,K,12,246,203,82.5%,218,88.6%,244,202,82.8%,217,88.9%,Y
2014-2015,34,76505,114272,Sacramento,Twin Rivers Unified,SAVA: Sacramento Academic and Vocational Academy,Unified School District,High Schools (Public),Traditional,,Y,878,Directly funded,N,7,12,698,536,76.8%,600,86%,492,378,76.8%,422,85.8%,Y
2014-2015,34,76505,125203,Sacramento,Twin Rivers Unified,Nova Opportunity,Unified School District,Intermediate/Middle Schools (Public),Traditional,,N,,,N,7,9,28,23,82.1%,23,82.1%,28,23,82.1%,23,82.1%,Y
2014-2015,34,76505,130757,Sacramento,Twin Rivers Unified,Highlands Community Charter,Unified School District,K-12 Schools (Public),Traditional,,Y,1674,Directly funded,Y,1,12,207,176,85%,186,89.9%,3,3,100%,3,100%,Y
2014-2015,34,76505,3430261,Sacramento,Twin Rivers Unified,Pacific Career and Technology High,Unified School District,Continuation High Schools,Continuation School,,N,,,N,9,12,142,101,71.1%,107,75.4%,117,83,70.9%,89,76.1%,Y
2014-2015,34,76505,3430634,Sacramento,Twin Rivers Unified,Elwood J. Keema High,Unified School District,Alternative Schools of Choice,Alternative School of Choice,,N,,,N,7,12,517,325,62.9%,337,65.2%,414,264,63.8%,274,66.2%,Y
2014-2015,34,76505,3430881,Sacramento,Twin Rivers Unified,Vista Nueva Career and Technology High,Unified School District,Continuation High Schools,Continuation School,,N,,,N,9,12,165,134,81.2%,137,83%,137,113,82.5%,116,84.7%,Y
2014-2015,34,76505,3433265,Sacramento,Twin Rivers Unified,Foothill High,Unified School District,High Schools (Public),Traditional,,N,,,N,9,12,1020,699,68.5%,745,73%,995,684,68.7%,730,73.4%,Y
2014-2015,34,76505,3433794,Sacramento,Twin Rivers Unified,Grant Union High,Unified School District,High Schools (Public),Traditional,,N,,,N,9,12,1889,1466,77.6%,1551,82.1%,1824,1416,77.6%,1499,82.2%,Y
2014-2015,34,76505,3434370,Sacramento,Twin Rivers Unified,Highlands High,Unified School District,High Schools (Public),Traditional,,N,,,N,9,12,821,608,74.1%,665,81%,790,584,73.9%,639,80.9%,Y
